DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
NP202200000259,NPGE81FL,NP,2022,259,NP2022DHS,19078.38086,20408.0293,25393.12695,28969.14258,29830.68164,56.42414093,42.43199158,50.89538956,49.15316772,55.05112076,28.2970829,26.8801384,27.19989586,26.85611153,26.98184013,11.73142338,11.83016491,12.36336899,12.23949623,12.01592922,5,190.8857422,0.315621763,0.336400509,0.31804654,0.338095307,0.33874321,0.088654511,0.058559027,0.235295132,0.194040805,0.203663185,60.8375473,10,2.693808317,22.80167961,22.3988018,22.47091484,23.02760506,22.52480698,71.7637558,1205.363037,92.77521515,3.745543242,2.220365524,29.26705742,29.62326431,30.54249191,29.46393204,29.17148399,23.37651825,23.67877579,24.32964516,23.31796837,23.13107681,17.53563499,17.79310036,18.17912483,17.22443581,17.15555573,0.954087913,17.30627632,17.91746521,17.74193573,19.19909668,18.06777191,3.311849117,3.307118177,3.455164909,3.287326336,3.239800453,186.8682251,140.3276062,175.8519592,161.5825195,178.3546448,2149.336182,1455.042114,1792.814819,1666.459351,2188.95459,15.82914925,17.87284279,22.89041901,27.43388367,29.12408066,29.07518196,28.2721653,28.01742935,27.2063427,25.56176567,20.63973427,16.3638134,3.8984375,3456.20874,3176.33252,3661.774414,3347.499023,3274.044922,11210.5459,13013.56445,13720.46777,13375.66504,11657.4043,614.1787109,712.9585571,751.6868286,732.7965088,638.6602173,4.639652729,4.252586842,4.332248211,4.501202106,4.655585766
NP202200000260,NPGE81FL,NP,2022,260,NP2022DHS,3550.521729,5099.157715,4583.239258,6367.22168,6336.907227,52.53925323,39.41481781,45.19926834,48.15435028,52.14630127,28.59037781,26.65716934,27.26319504,26.77906227,26.02472115,11.727561,11.81996536,12.36957455,12.11471367,12.0634985,5,546.5927124,0.364126891,0.377274305,0.364790976,0.397202075,0.430689633,0.072217882,0.06223524,0.238615438,0.182361111,0.218888879,29.44228172,10,0.240013987,22.89551163,22.37336731,23.29656219,23.0286808,22.21279526,73.67900848,221.0697021,63.18516541,3.415530443,4.496780396,29.31349945,29.6118927,30.53927994,29.39657211,29.15407944,23.42612839,23.66961861,24.32074738,23.31397629,23.09696198,17.5859375,17.79192734,18.16970444,17.28185654,17.09058189,0.016133275,17.20064354,18.08956528,19.32993126,19.27829933,18.40087128,3.358072996,3.354687452,3.500651121,3.322005272,3.284722328,176.4306488,132.2243958,158.2268677,159.9690094,171.2861176,2562.294189,1789.24939,2227.12793,1837.921997,2758.775635,14.96423626,17.07777596,21.91547585,26.53408051,28.11447144,28.07637024,27.3140564,27.11219215,26.29710197,24.52656937,19.77703476,15.62461948,48.359375,707.0087891,841.8859253,788.0298462,780.7966309,739.1351929,2799.634521,3173.898193,3267.09375,3108.703369,2643.709961,146.9586945,166.6045837,171.4966125,163.182373,138.7738953,4.748094559,4.339969635,4.269435406,4.764613628,4.818689346
NP202200000261,NPGE81FL,NP,2022,261,NP2022DHS,1708.537231,1629.921387,1823.0354,1854.912964,1996.064575,53.14239883,39.69420624,45.4161377,49.05345535,52.63671494,26.52901459,26.17133141,26.00032425,25.30675888,24.71586227,11.71847534,11.80723381,12.36118412,12.08849812,12.05881119,5,852.578186,0.383339703,0.355728418,0.349382758,0.382880956,0.404857337,0.083022282,0.071488716,0.263088822,0.200486109,0.243587956,32.08633423,10,0.092550918,21.25899696,21.57963562,21.89570045,21.41369247,20.75065994,58.25547028,180.5891418,56.27555466,7.420014381,2.559782267,29.11228371,29.39765739,30.32915306,29.18019485,28.94678879,23.22971725,23.46105385,24.1139183,23.11085129,22.8931427,17.39380836,17.59042358,17.96796989,17.09169579,16.8879776,0,15.98897648,16.98793983,17.79107666,17.52062607,16.7854557,3.337355375,3.333854198,3.48022294,3.299030781,3.266203642,177.355072,132.3347015,158.0582886,161.8288574,171.922226,2542.538086,1797.576416,2156.120605,1849.614136,2794.686035,13.95949364,16.0055294,20.60368538,25.3041172,26.80776978,27.01572609,26.32849312,26.13444519,25.28450012,23.2845726,18.64258385,14.66512966,68.08398438,291.4778748,269.6862488,249.233551,227.9590759,233.3266907,1568.189697,1770.759644,1816.041992,1722.108521,1459.898438,82.34902191,92.98641205,95.3642807,90.431633,76.66241455,4.831086159,4.40606308,4.328289986,4.877362251,4.906733036
NP202200000262,NPGE81FL,NP,2022,262,NP2022DHS,12120.82617,11036.73535,14442.63672,12809.95898,13072.47461,51.36820602,38.86267471,44.75860214,46.58078003,51.23746872,27.92674255,26.48538208,26.66664314,26.4170723,25.70364761,11.73982906,11.83848381,12.38045502,12.16401958,12.06558228,5,160.9179688,0.302535594,0.33535248,0.32534793,0.331091881,0.363536805,0.052657697,0.045915797,0.195953414,0.150277779,0.175879627,39.90254211,10,2.455425739,22.7656498,22.5619297,22.67289162,22.79826927,22.06788826,71.62111664,413.9883423,44.63961792,2.505903721,6.329419613,29.66697121,29.98828125,30.90571404,29.77550697,29.51241302,23.7724247,24.03813553,24.6837101,23.66814232,23.45251846,17.92714119,18.14979744,18.52526093,17.61148643,17.44683266,0.099053428,17.60455894,18.63847923,18.679142,19.17946815,18.43212891,3.394647121,3.392187595,3.536993742,3.362051487,3.316203833,174.3769379,131.829483,158.3108978,156.6069794,169.9138947,2476.502686,1669.659668,2055.468018,1727.512573,2543.457764,16.01978683,18.19847298,23.21542931,27.79741669,29.44709587,29.26584244,28.46400833,28.24522781,27.47044754,25.86562347,20.91462517,16.63720131,28.25195313,1915.29187,1822.197388,1745.369873,1570.853516,1524.77002,10462.27246,11860.90137,12209.17383,11617.26758,9879.581055,548.7684326,622.1295166,640.3970947,609.3504028,518.2050171,4.589784145,4.21767807,4.161102295,4.560331345,4.654337406
NP202200000263,NPGE81FL,NP,2022,263,NP2022DHS,7052.299805,5259.12207,8361.624023,6292.088379,6611.312012,49.80791473,37.76900101,43.026371,45.5572319,49.92020035,26.76079559,25.28750038,25.72354126,25.51427078,24.56604576,11.75325489,11.85468769,12.39596367,12.17512989,12.08502579,5,140.3662109,0.274905115,0.305230737,0.294794261,0.314893752,0.326576144,0.049023438,0.043346353,0.187226564,0.141041666,0.168958321,38.59508133,10,3.307056904,22.43954468,22.04807281,22.36074829,22.382864,21.39324951,39.11959457,233.2971191,25.74802399,1.331651688,3.763670921,29.82044411,30.13828278,31.05247498,29.91601563,29.65338516,23.91848946,24.18072891,24.82421875,23.80286407,23.58515739,18.06718826,18.28359413,18.65651131,17.74088478,17.56835938,0.059415497,18.11829567,18.80864716,18.99795532,19.25145912,18.22045517,3.420572996,3.419270992,3.565234423,3.386588573,3.341666698,170.3716125,129.1424561,153.3990936,154.2835999,166.8166656,2512.255371,1712.253174,2110.510986,1732.378052,2663.22168,15.96722317,18.15402794,23.12272263,27.82855988,29.36735916,29.18873405,28.4412632,28.2427845,27.45482063,25.85531044,20.87611389,16.62201309,42.54882813,941.6412354,868.2964478,865.4889526,771.5831909,771.1417236,4769.133789,5406.686035,5565.443359,5295.62793,4503.519043,260.1393127,294.9154968,303.5751648,288.8576965,245.6509552,4.545872211,4.186497211,4.095338345,4.536418915,4.619869709
NP202200000264,NPGE81FL,NP,2022,264,NP2022DHS,2168.547607,2393.824707,2507.500977,2714.81958,2917.174072,50.45709229,37.88941956,42.68144989,46.99516678,50.37586594,27.6371212,26.74420166,26.6693058,26.42479134,25.90954399,11.74414063,11.83906269,12.3896265,12.11879349,12.09153652,5,286.9130859,0.373016685,0.375730366,0.375734538,0.405986637,0.426859856,0.071827255,0.06264323,0.236714408,0.176874995,0.219791651,28.93850899,10,2.036090136,22.96536064,22.88939285,23.30010223,23.14144135,22.42624092,70.68386078,227.1669922,43.080616,3.014376879,4.481817722,29.45125961,29.73845482,30.66332626,29.50811768,29.27126884,23.55477524,23.78732681,24.43654442,23.42317772,23.20269203,17.70711899,17.89939308,18.27369881,17.38932228,17.17973137,0.014177099,18.29359818,19.03458405,19.93089676,19.85808945,18.94293785,3.387413263,3.385590315,3.533550501,3.348307371,3.314583302,170.9190216,128.2780457,150.8170624,157.3542633,166.9750061,2624.013428,1798.640747,2252.590332,1835.71875,2920.28833,15.593009,17.78198624,22.77470016,27.37552834,29.00890923,28.75748253,27.97701836,27.79062653,27.02282143,25.40189171,20.52594376,16.24524307,54.54785156,440.0476074,395.227478,359.9927368,332.9116211,340.2584534,2305.594482,2613.813232,2690.562988,2560.123291,2177.185303,120.9793625,137.1522369,141.1794586,134.335022,114.2414627,4.722443581,4.324596405,4.198654652,4.781584263,4.809053898
NP202200000265,NPGE81FL,NP,2022,265,NP2022DHS,2239.571289,2118.778809,2632.447266,2353.146729,2724.137695,47.84461594,36.14355469,40.04153442,44.87443161,48.14686584,27.33318138,26.19406128,26.43506813,26.39739609,25.32774925,11.77374172,11.87552071,12.42200565,12.15117168,12.12912369,5,201.7763519,0.342457205,0.360367537,0.342568249,0.37801373,0.380539656,0.059266493,0.052339409,0.206150174,0.150486097,0.191736102,35.69007492,10,4.178977489,23.23782158,22.88038254,23.18276024,23.07177162,22.19027328,60.19810867,228.6716614,42.76360321,2.441746235,4.001795292,29.82287407,30.11397552,31.03337669,29.87191963,29.63324738,23.91085052,24.14600754,24.79296875,23.77022552,23.54696274,18.0491333,18.23845482,18.61137199,17.72074699,17.50412369,0.033947095,19.14246178,19.56670189,19.93045044,19.74614716,19.05279922,3.440711737,3.440104246,3.589887142,3.40151906,3.366666794,164.6195374,124.3375854,143.7445831,152.6412354,162.0944519,2428.807861,1675.876465,2095.534424,1569.032959,2526.419922,15.47763824,17.69158554,22.66663933,27.23705864,28.82604408,28.67218018,27.88926506,27.71110725,26.92392159,25.34674454,20.43811989,16.15188026,49.79785156,364.3843689,349.8166199,335.0577393,288.5605774,317.7427063,1976.439209,2240.655518,2306.448242,2194.630615,1866.362305,103.6290588,117.4825058,120.9321594,115.0693207,97.85749054,4.60868454,4.236532211,4.062768936,4.671662331,4.703550339
NP202200000266,NPGE81FL,NP,2022,266,NP2022DHS,1876.676636,2477.916504,2132.510742,2274.627197,2225.370361,54.37209702,39.56751251,45.90629578,52.11198807,51.3163681,24.66013908,23.58922386,23.95197868,23.14709473,22.83712959,12.16014194,12.20704651,12.78929424,12.44593525,12.42543411,5,1091.296875,0.352172405,0.37598598,0.383149236,0.399372727,0.405125499,4.069437027,3.611050129,3.935808659,4.274539948,4.523621082,31.36584091,12,4.336753368,19.14376831,19.40611649,19.63957787,19.20693398,17.88470078,81.46452332,149.6178894,110.9072037,7.06256628,5.066327095,23.14330101,23.38929367,24.33025169,23.22585487,22.98596764,17.04276657,17.25502014,17.9099102,16.97284508,16.75344276,10.97897911,11.17806721,11.53505516,10.77991867,10.56053257,0.036254972,13.62739849,15.22300911,15.32717609,15.26677132,12.93227196,2.868793488,2.879890203,3.017375708,2.846252918,2.870529652,155.9823151,113.9500885,138.5165405,148.3238983,147.3051605,2681.531982,2187.036865,2291.087158,2290.220703,2684.86377,11.12058067,13.12860012,17.85056496,21.60745239,23.14388084,24.32295418,24.0788002,24.04608727,23.16489601,20.54419327,15.85272408,12.03145981,17.47753906,420.4775391,465.7615662,378.1105957,322.2006836,301.6504211,2206.733154,2342.261475,2257.344971,2010.988403,1601.172119,116.2828674,123.4244766,118.9498367,105.9681778,84.37308502,6.18559885,5.709088326,5.663137913,6.581947327,6.354345798
NP202200000267,NPGE81FL,NP,2022,267,NP2022DHS,4777.887207,5292.491211,4477.378418,5289.394043,5460.828125,54.91985703,39.99779892,46.71948624,51.93774414,51.73617172,24.98867416,23.85975647,24.22402763,23.50444412,23.13697815,12.16879368,12.21540833,12.79704857,12.46263027,12.42873287,5,1103.537109,0.367439419,0.391902953,0.399673939,0.414951771,0.427521467,4.06558609,3.604505062,3.930742025,4.276432037,4.515151978,31.18071175,12,3.958275795,19.52516937,19.72102547,19.93607712,19.5908165,17.99322891,78.60022736,142.2922058,109.851181,5.991660595,4.968515396,23.17105103,23.42066002,24.36211014,23.26002693,23.01449776,17.06579781,17.28294182,17.93754387,16.99891472,16.77942657,10.99856758,11.20156288,11.55915833,10.79739571,10.58576393,0.001995034,14.06166649,15.5822916,15.64812469,15.67718792,12.84947968,2.865928888,2.876822948,3.014106035,2.844487906,2.866970539,157.3964081,115.0665817,140.8174896,147.7362823,148.3260803,2931.83252,2402.602783,2510.721436,2502.596191,2940.302979,11.48465157,13.5390892,17.95508385,21.80507469,23.41988373,24.6123085,24.32129669,24.24950981,23.40068817,20.8604393,16.18118095,12.35061741,22.16503906,1146.133667,994.8030396,881.6419678,749.2420654,740.2188721,5007.130371,5314.647461,5121.969727,4562.980957,3633.098145,263.8486023,280.0531006,269.9000244,240.4443512,191.4445648,6.18509531,5.701258659,5.683875561,6.515598774,6.337413311
NP202200000268,NPGE81FL,NP,2022,268,NP2022DHS,8262.620117,6946.290527,8047.747559,6848.859375,6881.091309,53.27984619,38.70968628,44.28518295,52.45983124,50.4798851,24.54719734,23.44999886,23.81381989,22.94704819,22.66958427,12.14283848,12.19032192,12.77378464,12.4125433,12.41883659,5,1163.523438,0.351627082,0.371638,0.38685295,0.402192533,0.40299961,4.077139854,3.624140501,3.945941687,4.270755291,4.540559769,26.19340515,12,8.575305939,18.8983326,19.07274246,19.18255234,18.80578041,17.54192734,85.09168243,152.8726196,114.6626205,7.239038467,4.857753754,23.08780289,23.32656288,24.26653671,23.15750885,22.92890739,16.99670219,17.19917488,17.85464478,16.92070389,16.70147705,10.93980026,11.13107681,11.48684883,10.74496555,10.51006985,0,13.24946976,14.69548607,14.55128479,14.66451359,12.41426849,2.874522686,2.886024475,3.023915052,2.849782944,2.877647638,153.154129,111.7171021,133.9146271,149.4991302,145.2633209,2022.345947,1655.299194,1771.761475,1743.550903,2092.501465,10.40118408,12.37114048,17.24326706,21.03255272,22.49517822,23.64510918,23.57600021,23.48883438,22.52436447,19.80349922,15.11214542,11.38981247,27.07324219,1467.663452,1305.659546,1163.319702,970.1401978,932.7364502,6985.971191,7415.020996,7146.195801,6366.291992,5068.915039,368.1227722,390.7313843,376.5657654,335.4690552,267.1043396,6.18660593,5.724748135,5.62166214,6.714643955,6.388211727
NP202200000269,NPGE81FL,NP,2022,269,NP2022DHS,3403.838379,3116.052734,3112.660889,3135.841553,2953.989258,54.84699249,39.67206573,46.34481812,52.85297775,51.05516052,24.89204597,23.9275341,24.34439278,23.77805519,23.34645462,12.26506042,12.30282211,12.89045143,12.53615475,12.51050377,5,1256.72937,0.36186251,0.372652084,0.382344961,0.394227087,0.41329065,5.004639626,4.441362858,4.793580532,5.228949547,5.523892879,27.40146065,12,7.780590534,17.94498062,19.19701385,18.70783997,18.59848976,17.11486053,61.11279297,346.2132874,44.37828827,2.263440132,1.801877618,21.77669334,22.01822853,22.96098137,21.87000847,21.62612915,15.62447929,15.83667469,16.49214363,15.57070351,15.35147572,9.506466866,9.710243225,10.06323814,9.333854675,9.115625381,0,10.99791718,14.46649265,13.07128525,13.41892338,10.88326454,2.760633707,2.774913311,2.910026073,2.742838621,2.779036522,151.4124603,110.0865479,134.864624,144.9671936,141.8841553,3211.87793,2657.212402,2754.210693,2783.525879,3223.583496,10.68310356,12.6119585,17.3199234,21.11093712,22.69366455,23.74573898,23.60712814,23.46630669,22.4473114,19.95147133,15.36341953,11.63738823,8.137695313,745.6506958,619.4660034,537.7828369,467.4159241,419.2559509,3733.929443,3985.713379,3863.064453,3461.114258,2771.568848,196.9109955,210.1889648,203.7210083,182.5239258,146.1603241,6.486744881,6.000581264,5.970412254,6.951588154,6.67376709
NP202200000270,NPGE81FL,NP,2022,270,NP2022DHS,5760.683594,6070.414063,5757.97998,6233.262207,6105.12207,50.04512787,36.62221909,40.42651749,49.44238281,48.79722977,26.22977257,25.60388947,25.62503433,24.85607719,24.23903084,11.89179707,11.98480892,12.5217886,12.20499134,12.26657963,5,808.28125,0.36420548,0.361645669,0.372272551,0.386903822,0.41200766,2.17986536,1.958780289,2.234509468,2.331015587,2.529262066,40.67515182,10,9.542726517,20.86643982,21.13335037,21.42579842,20.86255264,19.28059196,81.98057556,218.0061035,169.8853455,5.642631531,7.99161911,25.77821159,26.01111221,26.9295578,25.82408905,25.61992264,19.81032944,19.98602486,20.64131927,19.69270897,19.46953201,13.88329029,14.02382851,14.40464401,13.61844635,13.35269165,0.03370605,15.50310612,16.66281319,17.2265625,16.86902809,14.32215309,3.12070322,3.121310949,3.255512238,3.08819437,3.087847233,156.1760101,114.3093338,131.609024,152.6876831,150.6783905,2012.390259,1584.098511,1785.415161,1599.476563,2138.229736,11.72290897,13.90773964,18.20955276,23.13466835,24.89870644,25.47270775,24.85041046,24.62876129,23.77708244,21.44857216,16.58349037,12.63903332,30.26171875,1271.825928,1139.922363,1040.214966,881.7789917,826.5823975,6309.727539,6696.616211,6453.239746,5748.438477,4576.562012,331.9741211,352.3295288,339.5247192,302.4429626,240.7869568,5.627894878,5.18320322,4.942838669,6.081635952,5.821983337
NP202200000271,NPGE81FL,NP,2022,271,NP2022DHS,4696.900879,4518.316895,4389.606445,4414.283691,4461.493652,48.34479141,35.25074005,38.41455841,48.06144333,46.97864532,25.74854851,24.89317131,25.19311333,24.38053322,23.56468201,11.8743782,12.00020218,12.49111748,12.21650791,12.30327034,5,1112.042969,0.36940366,0.371445775,0.385650128,0.395531386,0.41139704,2.592648983,2.357755899,2.641401768,2.739013195,2.981472731,42.06550598,10,6.796579361,20.1604538,20.50953674,20.85917282,20.17858696,18.5350647,43.93200684,150.2808075,67.61250305,5.324007034,4.969772339,25.10263252,25.33310127,26.23031044,25.18606758,24.99301338,19.14354706,19.3014183,19.95937538,19.04780197,18.82312012,13.22443581,13.33083057,13.7353735,12.96780968,12.6879921,0,14.57236099,16.12590218,16.52523232,15.97664356,13.50544643,3.101779461,3.095095634,3.217722893,3.077083349,3.071875095,149.9548798,109.1044159,123.6074142,147.8890686,144.3125305,1854.700928,1473.683105,1690.330444,1457.857666,2118.003662,11.65112209,13.70932007,18.30342865,23.0049324,24.68598938,25.2461586,24.79797173,24.56233788,23.72762871,21.35116959,16.45604706,12.56232834,54.14160156,790.1556396,664.6997681,577.3204346,480.3791199,460.5979309,4478.928711,4648.327637,4380.9375,3817.318359,2973.304932,235.7411346,244.6571808,230.5835266,200.9183502,156.4950714,5.778698921,5.33714962,5.008845329,6.318562984,6.01006794
NP202200000272,NPGE81FL,NP,2022,272,NP2022DHS,3937.646973,3796.909424,3695.743652,4049.920898,3922.741211,49.39310455,36.12081146,39.66871262,48.81879807,48.1909256,26.26784134,25.76395798,25.58823013,24.8152771,24.04129028,11.87434959,11.97873306,12.50008678,12.19865513,12.26987839,5,756.1708984,0.36517328,0.363169968,0.371821165,0.385299653,0.414765716,2.16664505,1.954709172,2.230230093,2.314921856,2.518550396,39.00633621,10,8.765548706,20.95848465,21.22310829,21.38812447,20.76107597,19.06930923,76.81291962,200.1718445,148.2399292,7.919565678,6.983703613,25.78324699,26.01597214,26.92721558,25.83789063,25.63789177,19.82404518,19.99418449,20.65034676,19.70937538,19.48567772,13.90577316,14.0350256,14.42400169,13.63832474,13.36710072,0.02695482,15.64912891,16.6822567,17.18802071,16.70687485,14.09733009,3.131901026,3.130251884,3.260633707,3.101388931,3.097569466,154.6943207,113.0672302,129.3451385,151.4060822,149.2747345,1975.728149,1545.144043,1770.623779,1566.03833,2129.36792,11.64221764,13.79926872,18.14756966,23.08113289,24.84573746,25.40788841,24.78279305,24.55356979,23.68844795,21.3779335,16.50143814,12.5711937,35.55957031,845.880249,694.0090942,621.5830688,555.4956055,514.8878784,4190.638672,4426.429199,4245.463379,3764.151367,2982.957031,220.4823456,232.8880157,223.3668518,198.0435486,156.9425201,5.631219387,5.18710947,4.916640759,6.095290661,5.832443714
NP202200000273,NPGE81FL,NP,2022,273,NP2022DHS,6601.553223,5247.987305,2016.255493,1438.924805,775.9133911,50.47286987,36.45127869,41.62012482,52.21178818,46.98366165,21.2654171,20.77573013,20.49279594,19.95850754,19.30843353,12.46909714,12.50685787,13.09348965,12.69809055,12.72374153,5,1720.256714,0.386157393,0.398311645,0.41000399,0.439185798,0.4553563,8.051844597,7.482269764,7.721405983,8.211779594,8.560732841,31.7376709,12,5.063254833,14.12577724,14.85897541,14.18488789,14.33178806,13.23233986,78.69587708,257.1778259,147.3907013,10.32161236,10.79271317,18.86341095,19.08862877,20.03090286,18.95859337,18.74579048,12.6118927,12.803689,13.46310806,12.5779953,12.36684036,6.38181448,6.57157135,6.925825119,6.256076813,6.017621994,0.012617041,6.986136436,8.942221642,7.876978874,8.705069542,7.156245232,2.666927099,2.679210186,2.807378531,2.65069437,2.699001789,134.6074677,97.6606369,116.8434525,138.3974762,126.8089828,2457.76709,1969.24646,2111.954346,2063.260498,2488.716309,8.252894402,9.998230934,14.12287712,18.26213264,20.74904251,21.49682808,20.43750572,20.28041077,19.46540833,17.04018593,12.36176014,9.141619682,31.2421875,1985.572021,974.3578491,456.1648254,200.6428223,103.1838379,7579.71875,4372.614258,2294.396484,1116.481934,488.4606018,400.1897888,230.8628693,121.1382751,58.94739532,25.78947258,6.949383259,6.490711689,6.353906155,7.878146172,7.265573025
NP202200000274,NPGE81FL,NP,2022,274,NP2022DHS,12956.07324,7967.280273,3732.571045,2298.239014,1151.063232,51.57818985,37.15845871,42.24703979,53.00086975,47.99769211,23.67333412,22.77121544,23.2057972,22.04375076,21.73229218,12.30798626,12.36310768,12.93029499,12.55920219,12.58971405,5,1580.383667,0.368478626,0.380712152,0.387057126,0.404629141,0.427594841,6.453997612,5.875186443,6.188697815,6.638029099,7.015386105,31.804636,12,6.597173691,16.4222908,17.36927032,17.10152817,16.13125038,15.23524284,79.32551575,310.4154968,42.04198837,9.573383331,7.807091713,20.05091095,20.27821159,21.21006966,20.15928841,19.94370651,13.87925339,14.06480026,14.72352505,13.84743977,13.63072968,7.733203411,7.906988144,8.270269394,7.597743511,7.351649761,0.008637208,9.171250343,11.96732616,10.99725723,10.21875,8.738194466,2.699565887,2.708376884,2.837239742,2.68402791,2.728863001,139.2387238,100.6391068,119.8649826,142.2558136,130.979126,2297.992676,1811.577515,2028.208618,1933.746704,2322.627197,9.307274818,11.17335129,15.66167641,19.70149612,21.55142212,22.39951515,21.92182541,21.78541565,20.65993118,18.36523819,13.70083237,10.22540951,35.88964844,3058.417236,1478.384521,696.1068115,319.941925,152.6541748,18048.96289,10390.80664,5431.543457,2624.498535,1133.407959,952.5662231,548.3933716,286.6593933,138.5125885,59.81762695,6.774452686,6.323836803,6.147378445,7.641757488,7.075711727
NP202200000275,NPGE81FL,NP,2022,275,NP2022DHS,12956.07324,7967.280273,3732.571045,2298.239014,1151.063232,51.57818985,37.15845871,42.24703979,53.00086975,47.99769211,23.67333412,22.77121544,23.2057972,22.04375076,21.73229218,12.30798626,12.36310768,12.93029499,12.55920219,12.58971405,5,1580.383667,0.368478626,0.380712152,0.387057126,0.404629141,0.427594841,6.453997612,5.875186443,6.188697815,6.638029099,7.015386105,31.804636,12,6.597173691,16.4222908,17.36927032,17.10152817,16.13125038,15.23524284,79.32551575,310.4154968,42.04198837,9.573383331,7.807091713,20.05091095,20.27821159,21.21006966,20.15928841,19.94370651,13.87925339,14.06480026,14.72352505,13.84743977,13.63072968,7.733203411,7.906988144,8.270269394,7.597743511,7.351649761,0.008637208,9.171250343,11.96732616,10.99725723,10.21875,8.738194466,2.699565887,2.708376884,2.837239742,2.68402791,2.728863001,139.2387238,100.6391068,119.8649826,142.2558136,130.979126,2297.992676,1811.577515,2028.208618,1933.746704,2322.627197,9.307274818,11.17335129,15.66167641,19.70149612,21.55142212,22.39951515,21.92182541,21.78541565,20.65993118,18.36523819,13.70083237,10.22540951,35.88964844,3058.417236,1478.384521,696.1068115,319.941925,152.6541748,18048.96289,10390.80664,5431.543457,2624.498535,1133.407959,952.5662231,548.3933716,286.6593933,138.5125885,59.81762695,6.774452686,6.323836803,6.147378445,7.641757488,7.075711727
NP202200000276,NPGE81FL,NP,2022,276,NP2022DHS,21730.5957,12047.45996,6500.547852,3543.456299,1896.914795,52.82739639,38.02593613,43.3760376,53.88962555,49.22214127,21.12608719,20.74164391,21.81182861,20.52567291,20.3316555,12.25826073,12.30118656,12.8831892,12.50224304,12.52450848,5,1161.638794,0.344412565,0.352726042,0.361247689,0.383754909,0.406743258,5.469225883,4.877451897,5.227972984,5.670986652,6.036304951,37.04164505,12,7.61549139,14.3523798,15.75581074,16.11045074,14.94715881,14.14890385,73.16629791,475.865509,61.29107285,6.97796917,9.498504639,21.00222778,21.23425865,22.17177391,21.09518242,20.87296104,14.85575771,15.0506649,15.70868111,14.8112278,14.59354782,8.735980988,8.925419807,9.280599594,8.592607498,8.348119736,0.038070899,7.57867384,10.76997757,10.40907383,9.368645668,7.966151714,2.724609375,2.738237858,2.871166229,2.706944466,2.752430677,143.934021,104.1240616,124.5398178,145.8762207,135.4805298,2585.518066,2023.466309,2223.822021,2192.432129,2649.48291,9.639247894,11.59977341,16.34932518,20.32157135,21.98543167,22.84829903,22.72356987,22.5647049,21.28928947,18.93024826,14.25713158,10.63728333,29.26660156,4623.938477,2235.490479,1061.774048,493.290863,251.5691223,22084.77539,12714.22852,6646.056152,3211.345703,1386.841919,1165.108154,670.7539673,350.6204529,169.4182892,73.16446686,6.614147663,6.161669254,6.013515472,7.398727894,6.883612633
